Date,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir
2028/1/3,228,20,24,1003,42.02,0,0
2028/1/4,199,20,24,1003,43.81,0,0
2028/1/5,201,19,23,1003,45.6,0,0
2028/1/6,215,19,22,1003,0.45,0,0
2028/1/7,247,19,22,1003,0.89,0,0
2028/1/8,249,20,22,1004,1.78,0,0
2028/1/9,198,20,23,1004,0.89,0,0
2028/1/10,201,20,25,1004,1.78,0,0
2028/1/11,211,20,26,1004,2.67,0,0
2028/1/12,181,20,27,1004,3.56,0,0
2028/1/13,184,20,30,1004,5.35,0,0
2028/1/14,172,18,31,1003,3.13,0,0
2028/1/15,134,18,31,1003,6.26,0,0
2028/1/16,153,18,32,1002,9.39,0,0
2028/1/17,170,19,32,1002,12.52,0,0
2028/1/18,194,19,32,1002,16.54,0,0
2028/1/19,196,19,31,1001,19.67,0,0
2028/1/20,175,20,31,1002,21.46,0,0
2028/1/21,166,20,30,1002,23.25,0,0
2028/1/22,174,20,29,1002,26.38,0,0
2028/1/23,158,21,28,1003,0.89,0,0
2028/1/24,153,21,27,1003,0.89,0,0
2028/1/25,170,20,27,1003,4.02,0,0
2028/1/26,188,20,26,1003,7.15,0,0
2028/1/27,155,21,26,1003,8.94,0,0
2028/1/28,158,20,25,1004,10.73,0,0
2028/1/29,154,20,25,1003,12.52,0,0
2028/1/30,160,19,25,1003,0.89,0,0
2028/1/31,175,20,24,1003,1.34,0,0
2028/2/1,172,20,24,1003,0.89,0,0
2028/2/2,197,20,24,1004,0.89,0,0
2028/2/3,205,20,25,1004,1.79,0,0
2028/2/4,195,20,25,1004,3.58,0,0
2028/2/5,164,20,26,1004,5.37,0,0
2028/2/6,159,20,26,1004,0.89,0,0
2028/2/7,156,20,27,1003,1.78,0,0
2028/2/8,162,19,28,1003,3.13,0,0
2028/2/9,152,20,28,1002,6.26,0,0
2028/2/10,150,20,29,1002,8.05,0,0
2028/2/11,159,19,29,1002,11.18,0,0
2028/2/12,154,20,29,1001,12.97,0,0
2028/2/13,174,20,28,1001,14.76,0,0
2028/2/14,184,20,28,1001,15.65,0,0
2028/2/15,230,20,26,1001,17.44,0,0
2028/2/16,235,21,26,1002,19.23,0,0
2028/2/17,203,21,26,1002,21.02,0,0
2028/2/18,219,21,25,1002,0.89,0,0
2028/2/19,209,21,25,1002,1.79,0,0
2028/2/20,198,21,25,1001,3.58,0,0
2028/2/21,203,22,25,1001,5.37,0,0
2028/2/22,241,22,25,1000,7.16,0,0
2028/2/23,239,22,25,1000,8.95,0,0
2028/2/24,225,22,24,1000,12.08,0,0
2028/2/25,204,22,24,1000,15.21,0,0
2028/2/26,163,22,24,1001,0.89,0,0
2028/2/27,174,22,24,1001,1.79,0,0
2028/2/28,154,21,24,1001,3.58,0,1
2028/2/29,150,22,23,1001,0.89,0,2
2028/3/1,126,22,23,1001,3.13,0,3
2028/3/2,121,22,24,1000,0.89,0,4
2028/3/3,124,22,24,1000,3.13,0,5
2028/3/4,121,22,24,1000,7.15,0,6
2028/3/5,92,22,25,1000,11.17,0,7
2028/3/6,38,21,24,1000,3.13,0,8
2028/3/7,28,19,23,1000,7.15,0,0
2028/3/8,46,20,23,1000,4.02,0,0
2028/3/9,32,20,24,1000,7.15,0,0
2028/3/10,40,20,24,1000,11.17,0,0
2028/3/11,36,20,23,1000,1.79,0,0
2028/3/12,27,20,22,1000,3.13,0,0
2028/3/13,37,19,22,1000,4.92,0,0
2028/3/14,46,19,23,1000,8.05,0,0
2028/3/15,43,20,22,1000,12.07,0,0
2028/3/16,37,19,22,1000,16.09,0,0
2028/3/17,40,18,21,999,19.22,0,0
2028/3/18,45,19,21,1000,23.24,0,0
2028/3/19,17,18,20,1000,28.16,0,0
2028/3/20,11,19,21,1000,29.95,0,0
2028/3/21,17,20,23,1000,31.74,0,0
2028/3/22,20,19,25,1001,35.76,0,0
2028/3/23,29,19,27,1001,3.13,0,0
2028/3/24,34,18,30,1000,0.89,0,0
2028/3/25,40,18,32,1000,2.68,0,0
2028/3/26,23,16,34,1000,4.47,0,0
2028/3/27,17,15,35,999,6.26,0,0
2028/3/28,14,14,36,999,8.05,0,0
2028/3/29,12,13,37,999,3.13,0,0
2028/3/30,13,12,37,998,1.79,0,0
2028/3/31,14,11,37,998,4.92,0,0
2028/4/1,15,13,36,998,5.81,0,0
2028/4/2,31,16,33,999,4.92,0,0
2028/4/3,34,16,31,999,8.94,0,0
2028/4/4,35,17,29,1000,12.07,0,0
2028/4/5,33,18,28,1000,0.89,0,0
2028/4/6,41,19,26,1000,1.78,0,0
2028/4/7,34,19,25,1001,0.89,0,0
2028/4/8,43,20,25,1000,0.89,0,0
2028/4/9,54,20,24,1000,1.78,0,0
2028/4/10,73,20,24,1000,0.89,0,0
2028/4/11,94,21,23,1000,0.89,0,0
2028/4/12,90,20,24,1001,0.89,0,0
2028/4/13,55,20,25,1001,0.89,0,0
2028/4/14,50,21,27,1002,1.78,0,0
2028/4/15,73,22,28,1002,2.67,0,0
2028/4/16,77,21,29,1001,1.79,0,0
2028/4/17,89,20,31,1001,1.79,0,0
2028/4/18,93,20,33,1001,1.79,0,0
2028/4/19,100,20,35,1000,1.79,0,0
2028/4/20,95,19,36,1000,3.13,0,0
2028/4/21,88,17,37,999,6.26,0,0
2028/4/22,85,16,37,998,9.39,0,0
2028/4/23,68,16,38,998,13.41,0,0
2028/4/24,72,17,37,998,17.43,0,0
2028/4/25,57,17,37,998,20.56,0,0
2028/4/26,48,17,34,998,22.35,0,0
2028/4/27,37,17,33,998,23.24,0,0
2028/4/28,67,18,30,999,25.03,0,0
2028/4/29,54,20,30,999,26.82,0,0
2028/4/30,59,21,30,1000,30.84,0,0
2028/5/1,79,22,29,1000,34.86,0,0
2028/5/2,94,21,28,1000,0.89,0,0
2028/5/3,127,21,27,1000,1.79,0,0
2028/5/4,153,21,27,1000,1.79,0,0
2028/5/5,168,20,26,1000,0.89,0,0
2028/5/6,161,20,26,1000,1.78,0,0
2028/5/7,145,21,26,1001,0.89,0,0
2028/5/8,127,21,28,1001,0.89,0,0
2028/5/9,119,20,29,1001,1.79,0,0
2028/5/10,103,20,30,1001,5.81,0,0
2028/5/11,100,20,30,1001,7.6,0,0
2028/5/12,78,22,29,1001,0.89,0,1
2028/5/13,77,19,33,1000,1.78,0,0
2028/5/14,58,14,37,1000,3.13,0,0
2028/5/15,47,15,37,999,6.26,0,0
2028/5/16,43,14,38,998,3.13,0,0
2028/5/17,66,18,37,998,5.81,0,0
2028/5/18,56,17,37,998,10.73,0,0
2028/5/19,51,16,36,997,15.65,0,0
2028/5/20,60,18,34,998,18.78,0,0
2028/5/21,61,19,31,998,21.91,0,0
2028/5/22,66,20,30,999,23.7,0,0
2028/5/23,77,20,29,1000,25.49,0,0
2028/5/24,87,20,29,1000,27.28,0,0
2028/5/25,105,20,27,1000,0.89,0,0
2028/5/26,117,20,26,1001,1.78,0,0
2028/5/27,122,21,25,1001,0.89,0,0
2028/5/28,132,21,24,1001,0.89,0,0
2028/5/29,114,20,24,1001,2.68,0,0
2028/5/30,104,19,23,1002,5.81,0,0
2028/5/31,78,20,24,1002,9.83,0,0
2028/6/1,59,15,28,1002,12.96,0,0
2028/6/2,35,13,31,1003,16.98,0,0
2028/6/3,31,11,33,1002,21,0,0
2028/6/4,15,11,35,1001,22.79,0,0
2028/6/5,15,9,38,1001,1.79,0,0
2028/6/6,13,7,39,1000,3.13,0,0
2028/6/7,11,7,40,999,8.05,0,0
2028/6/8,8,6,40,998,12.07,0,0
2028/6/9,10,5,41,998,20.12,0,0
2028/6/10,13,5,41,997,28.17,0,0
2028/6/11,12,5,41,997,33.09,0,0
2028/6/12,9,4,40,997,34.88,0,0
2028/6/13,21,9,36,997,38.01,0,0
2028/6/14,20,12,33,997,39.8,0,0
2028/6/15,34,8,33,998,41.59,0,0
2028/6/16,32,12,29,998,0.45,0,0
2028/6/17,44,15,26,998,1.34,0,0
2028/6/18,62,14,27,999,3.13,0,0
2028/6/19,34,10,26,999,3.13,0,0
2028/6/20,24,8,28,1000,7.15,0,0
2028/6/21,25,9,28,1000,11.17,0,0
2028/6/22,28,9,26,1000,12.96,0,0
2028/6/23,28,12,23,1001,0.89,0,0
2028/6/24,24,13,26,1001,3.13,0,0
2028/6/25,22,10,30,1002,7.15,0,0
2028/6/26,21,10,32,1002,10.28,0,0
2028/6/27,27,8,34,1002,3.13,0,0
2028/6/28,19,8,36,1002,1.79,0,0
2028/6/29,4,6,38,1002,1.79,0,0
2028/6/30,2,5,38,1001,3.58,0,0
2028/7/1,3,6,40,1000,6.71,0,0
2028/7/2,9,7,40,999,3.13,0,0
2028/7/3,7,6,41,999,7.15,0,0
2028/7/4,21,6,40,998,12.96,0,0
2028/7/5,23,7,39,998,18.77,0,0
2028/7/6,17,8,37,999,23.69,0,0
2028/7/7,25,10,36,999,27.71,0,0
2028/7/8,36,12,35,999,33.52,0,0
2028/7/9,50,12,32,1000,35.31,0,0
2028/7/10,44,18,30,1001,42.46,0,0
2028/7/11,59,18,27,1002,49.61,0,0
2028/7/12,47,15,26,1003,55.42,0,0
2028/7/13,24,14,25,1003,58.55,0,0
2028/7/14,29,14,25,1003,0.89,0,0
2028/7/15,35,14,25,1003,1.78,0,0
2028/7/16,45,15,23,1003,0.89,0,0
2028/7/17,52,15,23,1003,0.89,0,0
2028/7/18,46,15,25,1004,1.34,0,0
2028/7/19,46,15,27,1004,1.79,0,0
2028/7/20,49,15,27,1004,4.92,0,0
2028/7/21,39,15,28,1004,8.94,0,0
2028/7/22,54,16,28,1004,10.73,0,0
2028/7/23,57,16,29,1004,12.52,0,0
2028/7/24,59,16,29,1004,15.65,0,0
2028/7/25,69,16,30,1004,17.44,0,0
2028/7/26,79,17,30,1004,0.89,0,0
2028/7/27,79,17,30,1004,1.79,0,0
2028/7/28,61,17,30,1004,1.79,0,0
2028/7/29,65,18,30,1004,1.79,0,0
2028/7/30,68,18,29,1005,1.79,0,0
2028/7/31,76,18,29,1005,0.89,0,0
2028/8/1,79,19,28,1005,1.79,0,0
2028/8/2,80,18,27,1007,4.02,0,0
2028/8/3,67,17,27,1007,8.94,0,0
2028/8/4,61,17,26,1007,10.73,0,0
2028/8/5,52,17,25,1006,12.52,0,0
2028/8/6,55,17,25,1007,16.54,0,0
2028/8/7,45,17,25,1007,19.67,0,0
2028/8/8,50,17,25,1007,21.46,0,0
2028/8/9,52,17,23,1007,23.25,0,0
2028/8/10,52,17,22,1007,0.89,0,0
2028/8/11,46,18,23,1007,1.34,0,0
2028/8/12,63,18,26,1008,2.23,0,0
2028/8/13,74,17,27,1008,1.79,0,0
2028/8/14,77,17,29,1008,3.58,0,0
2028/8/15,71,16,31,1007,3.13,0,0
2028/8/16,49,14,33,1006,6.26,0,0
2028/8/17,31,12,35,1005,1.79,0,0
2028/8/18,28,11,35,1004,3.58,0,0
2028/8/19,21,11,36,1004,1.79,0,0
2028/8/20,21,11,36,1003,4.92,0,0
2028/8/21,14,11,37,1003,3.13,0,0
2028/8/22,23,10,36,1003,1.79,0,0
2028/8/23,31,10,36,1003,3.13,0,0
2028/8/24,32,11,34,1003,8.94,0,0
2028/8/25,32,11,32,1004,12.07,0,0
2028/8/26,33,16,30,1005,16.99,0,0
2028/8/27,70,18,29,1006,20.12,0,0
2028/8/28,73,17,28,1007,25.04,0,0
2028/8/29,69,17,26,1007,29.06,0,0
2028/8/30,86,16,25,1007,33.08,0,0
2028/8/31,81,16,25,1007,37.1,0,0
2028/9/1,67,16,25,1007,40.23,0,0
2028/9/2,69,16,23,1007,1.79,0,0
2028/9/3,69,17,23,1007,0.89,0,0
2028/9/4,79,18,24,1007,1.78,0,0
2028/9/5,84,17,26,1007,2.67,0,0
2028/9/6,79,17,27,1007,1.79,0,0
2028/9/7,86,17,28,1007,4.92,0,0
2028/9/8,96,17,28,1007,8.05,0,0
2028/9/9,90,17,29,1007,11.18,0,0
2028/9/10,90,18,30,1006,15.2,0,0
2028/9/11,97,19,29,1006,18.33,0,0
2028/9/12,112,19,30,1005,20.12,0,0
2028/9/13,119,20,27,1005,21.91,0,1
2028/9/14,123,21,27,1004,23.7,0,0
2028/9/15,105,21,28,1004,0.89,0,0
2028/9/16,70,19,23,1005,4.02,0,1
2028/9/17,83,21,23,1006,5.81,0,2
2028/9/18,91,20,22,1006,8.94,0,3
2028/9/19,91,20,22,1007,0.89,0,5
2028/9/20,74,20,21,1006,4.02,0,6
2028/9/21,58,19,21,1006,0.89,0,8
2028/9/22,31,20,21,1006,1.79,0,10
2028/9/23,40,19,20,1006,1.79,0,11
2028/9/24,43,19,21,1006,1.79,0,12
2028/9/25,68,19,21,1005,1.79,0,13
2028/9/26,73,20,21,1005,3.58,0,14
2028/9/27,88,20,21,1005,6.71,0,0
2028/9/28,108,19,20,1006,9.84,0,0
2028/9/29,106,19,20,1006,12.97,0,1
2028/9/30,98,19,21,1006,16.1,0,2
2028/10/1,84,19,21,1006,17.89,0,3
2028/10/2,79,20,21,1006,21.02,0,4
2028/10/3,83,20,22,1006,24.15,0,0
2028/10/4,100,21,23,1006,25.94,0,0
2028/10/5,116,20,22,1006,27.73,0,1
2028/10/6,117,21,22,1006,29.52,0,2
2028/10/7,92,21,22,1005,0.89,0,3
2028/10/8,72,21,23,1005,1.79,0,0
2028/10/9,83,21,23,1005,4.92,0,0
2028/10/10,88,20,23,1005,8.05,0,0
2028/10/11,77,19,23,1005,11.18,0,0
2028/10/12,72,20,23,1005,14.31,0,0
2028/10/13,80,19,22,1006,17.44,0,0
2028/10/14,71,20,22,1005,20.57,0,0
2028/10/15,72,19,22,1005,23.7,0,1
2028/10/16,77,19,22,1005,27.72,0,2
2028/10/17,99,19,22,1005,29.51,0,3
2028/10/18,107,19,22,1004,31.3,0,4
2028/10/19,107,19,21,1004,34.43,0,0
2028/10/20,110,19,22,1004,37.56,0,0
2028/10/21,110,20,22,1004,39.35,0,0
2028/10/22,130,20,22,1005,41.14,0,0
2028/10/23,165,20,22,1005,42.93,0,0
2028/10/24,168,20,22,1005,44.72,0,0
2028/10/25,155,20,23,1005,46.51,0,0
2028/10/26,181,20,23,1005,48.3,0,0
2028/10/27,164,20,23,1005,50.09,0,0
2028/10/28,154,21,23,1005,51.88,0,1
2028/10/29,178,21,23,1004,1.79,0,2
2028/10/30,193,21,23,1004,3.58,0,3
2028/10/31,186,21,23,1004,0.89,0,0
2028/11/1,192,22,24,1004,1.79,0,0
2028/11/2,223,22,24,1003,0.89,0,0
2028/11/3,220,22,24,1004,1.79,0,0
2028/11/4,193,22,24,1004,1.79,0,0
2028/11/5,231,21,24,1004,3.58,0,0
2028/11/6,219,21,24,1005,6.71,0,0
2028/11/7,211,21,24,1006,3.13,0,0
2028/11/8,161,20,23,1006,3.13,0,1
2028/11/9,164,18,21,1005,4.92,0,0
2028/11/10,60,19,21,1005,6.71,0,0
2028/11/11,42,19,21,1006,0.89,0,0
2028/11/12,45,19,21,1006,1.79,0,0
2028/11/13,45,20,21,1006,0.89,0,0
2028/11/14,49,20,21,1006,1.78,0,0
2028/11/15,87,20,22,1006,2.67,0,0
2028/11/16,92,20,22,1006,1.79,0,0
2028/11/17,69,20,22,1006,3.58,0,0
2028/11/18,83,20,23,1006,5.37,0,0
2028/11/19,86,20,24,1006,7.16,0,0
2028/11/20,111,21,24,1007,0.89,0,0
2028/11/21,100,21,24,1007,1.79,0,0
2028/11/22,104,21,24,1006,3.58,0,0
2028/11/23,188,22,24,1006,1.79,0,0
2028/11/24,122,21,24,1006,3.58,0,0
2028/11/25,155,21,24,1006,1.79,0,0
2028/11/26,184,21,25,1006,3.58,0,0
2028/11/27,181,21,24,1006,1.79,0,0
2028/11/28,211,21,24,1006,0.89,0,0
2028/11/29,181,21,24,1007,0.89,0,0
2028/11/30,185,21,23,1008,1.79,0,1
2028/12/1,186,21,23,1008,0.89,0,0
2028/12/2,173,22,23,1008,0.89,0,0
2028/12/3,189,21,23,1008,0.89,0,0
2028/12/4,148,21,23,1009,0.89,0,0
2028/12/5,145,20,23,1008,1.79,0,0
2028/12/6,206,20,22,1008,3.58,0,1
2028/12/7,107,20,22,1009,5.37,0,2
2028/12/8,62,21,22,1009,7.16,0,3
2028/12/9,51,21,22,1009,0.89,0,4
2028/12/10,58,21,23,1009,3.13,0,0
2028/12/11,61,21,24,1010,6.26,0,0
2028/12/12,72,21,24,1010,8.05,0,0
2028/12/13,85,22,25,1010,1.79,0,0
2028/12/14,105,22,26,1010,0.89,0,0
2028/12/15,84,21,26,1010,1.78,0,0
2028/12/16,92,21,25,1010,3.13,0,0
2028/12/17,99,21,26,1010,6.26,0,0
2028/12/18,96,21,26,1010,9.39,0,0
2028/12/19,107,21,26,1009,12.52,0,0
2028/12/20,110,21,26,1009,15.65,0,0
2028/12/21,114,21,26,1009,19.67,0,0
2028/12/22,121,21,26,1009,22.8,0,0
2028/12/23,110,20,26,1010,25.93,0,0
2028/12/24,99,20,26,1010,29.06,0,0
2028/12/25,117,21,25,1011,0.89,0,0
2028/12/26,112,21,24,1010,0.89,0,0
2028/12/27,122,22,24,1010,0.89,0,0
2028/12/28,139,21,24,1010,0.89,0,0
2028/12/29,141,21,23,1010,1.78,0,0
2028/12/30,111,22,23,1010,1.79,0,0
2028/12/31,120,22,24,1010,2.68,0,0
2029/1/1,103,22,23,1010,0.89,0,0
2029/1/2,118,22,24,1011,0.89,0,0
2029/1/3,118,22,24,1011,2.68,0,0
2029/1/4,124,22,24,1011,0.89,0,0
2029/1/5,120,22,25,1011,1.78,0,0
2029/1/6,134,23,26,1010,1.79,0,0
2029/1/7,143,22,27,1010,0.89,0,0
2029/1/8,161,21,27,1010,1.79,0,0
2029/1/9,116,22,27,1010,3.58,0,0
2029/1/10,95,21,27,1010,5.37,0,0
2029/1/11,131,21,27,1010,8.5,0,0
2029/1/12,105,21,27,1010,9.39,0,0
2029/1/13,102,21,27,1009,11.18,0,0
2029/1/14,118,21,26,1009,12.97,0,0
2029/1/15,130,22,26,1009,13.86,0,0
2029/1/16,150,22,25,1009,0.89,0,0
2029/1/17,167,22,25,1009,1.34,0,0
2029/1/18,174,22,25,1009,0.89,0,0
2029/1/19,161,22,25,1008,1.78,0,0
2029/1/20,168,22,24,1008,2.67,0,0
2029/1/21,176,22,24,1008,0.89,0,0
2029/1/22,152,22,24,1008,1.78,0,0
2029/1/23,126,22,24,1007,1.79,0,0
2029/1/24,162,22,24,1007,3.58,0,0
2029/1/25,141,21,24,1007,5.37,0,0
2029/1/26,167,21,24,1007,0.89,0,0
2029/1/27,163,21,24,1007,1.78,0,0
2029/1/28,175,21,24,1007,2.67,0,0
2029/1/29,208,22,24,1007,1.79,0,1
2029/1/30,216,22,24,1007,3.58,0,0
2029/1/31,193,22,25,1006,5.37,0,0
2029/2/1,167,22,25,1006,7.16,0,1
2029/2/2,193,22,24,1006,8.95,0,2
2029/2/3,196,22,24,1006,10.74,0,3
2029/2/4,172,22,24,1006,0.89,0,0
2029/2/5,211,22,24,1006,2.68,0,1
2029/2/6,183,22,24,1005,3.13,0,0
2029/2/7,220,22,24,1005,6.26,0,0
2029/2/8,262,22,24,1005,9.39,0,0
2029/2/9,235,22,24,1005,11.18,0,0
2029/2/10,286,22,24,1005,12.97,0,0
2029/2/11,264,22,24,1006,1.79,0,0
2029/2/12,266,22,24,1005,3.13,0,1
2029/2/13,213,22,24,1005,4.92,0,0
2029/2/14,196,22,23,1005,6.71,0,0
2029/2/15,185,22,23,1005,0.89,0,0
2029/2/16,199,22,23,1005,1.78,0,0
2029/2/17,225,22,23,1005,2.67,0,0
2029/2/18,231,22,23,1005,1.79,0,0
2029/2/19,209,22,23,1005,3.58,0,0
2029/2/20,231,22,24,1005,5.37,0,0
2029/2/21,259,23,24,1005,7.16,0,0
2029/2/22,310,23,25,1005,8.95,0,0
2029/2/23,304,23,27,1005,10.74,0,0
2029/2/24,290,23,28,1005,0.89,0,0
2029/2/25,283,23,29,1004,1.79,0,0
2029/2/26,212,23,30,1004,3.58,0,0
2029/2/27,185,23,30,1003,7.6,0,0
2029/2/28,195,24,31,1003,10.73,0,0
2029/3/1,188,23,31,1003,14.75,0,0
2029/3/2,169,23,31,1002,17.88,0,0
2029/3/3,178,23,30,1003,21.01,0,0
2029/3/4,161,23,29,1003,22.8,0,0
2029/3/5,139,23,28,1004,23.69,0,0
2029/3/6,116,23,28,1005,25.48,0,1
2029/3/7,127,22,28,1005,3.13,0,2
2029/3/8,61,21,27,1005,1.79,0,0
2029/3/9,50,22,26,1004,3.13,0,0
2029/3/10,57,21,26,1005,1.79,0,0
2029/3/11,55,22,25,1005,0.89,0,0
2029/3/12,47,22,24,1005,1.79,0,0
2029/3/13,53,22,24,1006,3.58,0,0
2029/3/14,68,22,24,1006,0.89,0,0
2029/3/15,60,23,24,1006,1.79,0,0
2029/3/16,73,23,25,1007,0.89,0,0
2029/3/17,100,23,26,1007,1.79,0,0
2029/3/18,196,23,27,1007,3.58,0,0
2029/3/19,154,23,28,1007,5.37,0,0
2029/3/20,172,22,30,1007,7.16,0,0
2029/3/21,186,23,30,1007,8.95,0,0
2029/3/22,176,23,30,1007,1.79,0,0
2029/3/23,177,24,31,1006,3.13,0,0
2029/3/24,120,23,32,1005,6.26,0,0
2029/3/25,98,22,32,1005,10.28,0,0
2029/3/26,90,21,32,1004,13.41,0,0
2029/3/27,91,21,31,1005,16.54,0,0
2029/3/28,130,21,29,1005,19.67,0,0
2029/3/29,111,21,29,1006,21.46,0,0
2029/3/30,143,21,28,1006,24.59,0,1
2029/3/31,145,22,28,1007,27.72,0,0
2029/4/1,176,22,28,1007,29.51,0,0
2029/4/2,219,22,26,1006,31.3,0,0
2029/4/3,245,23,26,1006,33.09,0,0
2029/4/4,267,23,26,1006,34.88,0,0
2029/4/5,203,23,25,1006,39.8,0,1
2029/4/6,140,19,23,1006,41.59,0,0
2029/4/7,164,20,22,1007,1.79,0,0
2029/4/8,122,21,23,1007,2.68,0,0
2029/4/9,98,21,24,1007,1.79,0,0
2029/4/10,83,21,24,1007,0.89,0,0
2029/4/11,123,22,26,1007,1.78,0,0
2029/4/12,167,22,28,1007,2.67,0,0
2029/4/13,153,23,30,1007,3.56,0,0
2029/4/14,149,23,32,1006,1.79,0,0
2029/4/15,140,24,32,1005,4.92,0,0
2029/4/16,158,23,33,1005,8.05,0,0
2029/4/17,122,23,34,1005,11.18,0,0
2029/4/18,113,22,34,1004,15.2,0,0
2029/4/19,164,23,33,1004,19.22,0,0
2029/4/20,177,24,32,1004,23.24,0,0
2029/4/21,165,24,31,1004,27.26,0,0
2029/4/22,148,24,29,1005,29.05,0,0
2029/4/23,142,24,29,1005,30.84,0,0
2029/4/24,142,24,28,1005,32.63,0,0
2029/4/25,141,24,28,1005,35.76,0,0
2029/4/26,147,23,28,1005,38.89,0,0
2029/4/27,161,23,27,1005,42.02,0,0
2029/4/28,188,23,27,1005,45.15,0,0
2029/4/29,227,23,27,1006,46.94,0,0
2029/4/30,236,23,26,1006,48.73,0,0
2029/5/1,275,23,25,1006,50.52,0,0
2029/5/2,258,23,26,1007,52.31,0,0
2029/5/3,250,23,26,1007,54.1,0,0
2029/5/4,241,24,26,1007,57.23,0,0
2029/5/5,232,24,27,1007,59.02,0,0
2029/5/6,246,24,28,1007,60.81,0,0
2029/5/7,263,24,27,1007,63.94,0,0
2029/5/8,270,24,27,1007,65.73,0,0
2029/5/9,286,24,27,1007,67.52,0,1
2029/5/10,212,22,25,1007,73.33,0,0
2029/5/11,75,22,25,1008,0.89,0,1
2029/5/12,78,20,24,1007,4.02,0,2
2029/5/13,76,21,24,1006,1.79,0,3
2029/5/14,47,21,23,1007,3.58,0,4
2029/5/15,56,21,23,1006,1.79,0,5
2029/5/16,55,20,22,1006,4.92,0,6
2029/5/17,63,19,22,1006,1.79,0,7
2029/5/18,36,20,22,1005,3.58,0,0
2029/5/19,50,20,22,1005,1.79,0,1
2029/5/20,63,20,22,1004,0.45,0,2
2029/5/21,60,19,22,1003,4.02,0,3
2029/5/22,53,19,22,1003,1.79,0,4
2029/5/23,54,19,22,1003,0.89,0,5
2029/5/24,58,19,22,1003,4.91,0,0
2029/5/25,46,19,22,1003,8.04,0,0
2029/5/26,49,19,22,1003,9.83,0,0
2029/5/27,35,19,23,1004,12.96,0,0
2029/5/28,43,20,24,1004,16.09,0,0
2029/5/29,35,19,26,1003,17.88,0,0
2029/5/30,46,19,28,1004,19.67,0,0
2029/5/31,34,19,29,1003,23.69,0,0
2029/6/1,34,19,30,1003,26.82,0,0
2029/6/2,27,20,32,1003,0.89,0,0
2029/6/3,34,20,32,1002,3.13,0,0
2029/6/4,47,20,32,1002,6.26,0,0
2029/6/5,45,21,30,1003,12.07,0,0
2029/6/6,36,21,29,1003,17.88,0,0
2029/6/7,40,21,28,1003,21.9,0,0
2029/6/8,31,20,27,1004,25.92,0,0
2029/6/9,39,21,26,1004,29.05,0,0
2029/6/10,44,21,25,1005,30.84,0,0
2029/6/11,49,21,24,1005,32.63,0,0
2029/6/12,34,21,24,1006,33.52,0,0
2029/6/13,47,22,23,1006,34.41,0,0
2029/6/14,77,21,23,1006,35.3,0,0
2029/6/15,75,21,23,1006,36.19,0,0
2029/6/16,109,21,23,1006,37.98,0,0
2029/6/17,101,21,22,1006,0.89,0,0
2029/6/18,92,20,22,1006,0.89,0,0
2029/6/19,99,21,22,1006,1.79,0,0
2029/6/20,88,22,24,1007,0.89,0,0
2029/6/21,96,22,26,1007,0.89,0,0
2029/6/22,81,22,27,1007,1.79,0,0
2029/6/23,70,22,29,1007,0.89,0,0
2029/6/24,59,22,30,1007,1.78,0,0
2029/6/25,60,22,31,1006,1.79,0,0
2029/6/26,54,21,32,1006,4.92,0,0
2029/6/27,47,21,32,1006,8.05,0,0
2029/6/28,54,22,32,1005,12.07,0,0
2029/6/29,42,22,32,1005,16.09,0,0
2029/6/30,53,22,31,1005,20.11,0,0
2029/7/1,51,22,30,1005,24.13,0,0
2029/7/2,62,22,29,1006,27.26,0,0
2029/7/3,70,22,28,1006,30.39,0,0
2029/7/4,70,22,27,1007,33.52,0,0
2029/7/5,79,22,26,1007,0.89,0,0
2029/7/6,64,22,25,1008,0.89,0,0
2029/7/7,67,22,25,1008,2.68,0,0
2029/7/8,73,22,25,1008,3.57,0,0
2029/7/9,91,22,24,1008,5.36,0,0
2029/7/10,121,22,24,1008,7.15,0,0
2029/7/11,147,22,24,1008,8.94,0,0
2029/7/12,202,22,24,1008,12.07,0,0
2029/7/13,209,22,24,1009,0.89,0,0
2029/7/14,227,23,24,1009,0.89,0,0
2029/7/15,227,23,25,1009,0.89,0,0
2029/7/16,202,23,27,1009,1.78,0,0
2029/7/17,197,24,28,1009,2.67,0,0
2029/7/18,202,24,30,1009,1.79,0,0
2029/7/19,206,24,31,1009,1.79,0,0
2029/7/20,201,25,33,1008,3.13,0,0
2029/7/21,153,25,33,1007,4.92,0,0
2029/7/22,130,23,33,1007,8.05,0,0
2029/7/23,130,24,33,1006,11.18,0,0
2029/7/24,137,23,33,1006,14.31,0,0
2029/7/25,139,24,32,1006,16.1,0,0
2029/7/26,153,24,31,1007,17.89,0,0
2029/7/27,194,25,30,1007,21.02,0,0
2029/7/28,176,25,29,1008,24.15,0,0
2029/7/29,170,25,28,1008,27.28,0,0
2029/7/30,169,25,28,1008,29.07,0,0
2029/7/31,189,24,27,1008,30.86,0,0
2029/8/1,207,24,27,1008,32.65,0,0
2029/8/2,202,24,26,1008,34.44,0,0
2029/8/3,172,24,25,1008,0.89,0,0
2029/8/4,247,23,25,1008,1.78,0,0
2029/8/5,233,24,25,1008,0.89,0,0
2029/8/6,227,23,25,1009,1.78,0,0
2029/8/7,255,24,26,1009,2.67,0,0
